Item No.,Item Description,Ref Standard,Pack,In Stock,InTransit Qty,Special  Price euro/1000,ETA Date
798412040DS-03,DIN 7984 M12x40 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,100,"5,900",0,88.43,
798420050DS-03,DIN 7984 M20x50 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,25,"3,650",0,337.50,
798406060AS-03,DIN 7984 M6x60 LOW HEAD CAP SCREW 8.8 BLK,DIN 7984,200,"9,600",0,30.91,
798408025DS-03,DIN 7984 M8x25 LOW HEAD CAP SCREW 010.9 BLK,DIN 7984,200,"10,600",0,27.00,
798420035BS-03,DIN 7984 M20x35 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,25,525,0,263.25,
798408080DS-01,DIN 7984 M8x80 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,100,"3,800",0,78.41,
798406050DS-01,DIN 7984 M6x50 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,200,"14,200",0,27.65,
798406070DS-03,DIN 7984 M6x70 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"5,800",0,33.53,
798405035DS-03,DIN 7984 M5x35 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"26,500",0,17.10,
798412050DS-03,DIN 7984 M12x50 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,100,"3,000",0,108.23,
798420045DS-03,DIN 7984 M20x45 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,25,"3,475",0,315.00,
798412100DS-03,DIN 7984 M12x100 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,50,"2,200",0,208.13,
798406016DS-01,DIN 7984 M6x16 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,500,"37,500",0,10.70,
798406020DS-01,DIN 7984 M6x20 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,500,"11,500",0,12.32,
798412060DS-03,DIN 7984 M12x60 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,100,"2,800",0,128.03,
798416045DS-03,DIN 7984 M16x45 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,50,"2,950",0,184.95,
798412065BS-01,DIN 7984 M12x65 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,50,"2,700",0,138.15,
798410035DS-03,DIN 7984 M10x35 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,100,"5,900",0,55.58,
798412020DS-01,DIN 7984 M12x20 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,100,"5,100",0,55.58,
798405016DS-03,DIN 7984 M5x16 LOW HEAD CAP SCREW 010.9 BLK,DIN 7984,500,"48,500",0,8.88,
798406060DS-03,DIN 7984 M6x60 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"21,600",0,31.70,
798412090DS-03,DIN 7984 M12x90 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,50,"2,000",0,188.10,
798416040DS-01,DIN 7984 M16x40 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,50,"2,500",0,174.12,
798406020DS-03,DIN 7984 M6x20 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,500,"26,000",0,12.02,
798405012DS-03,DIN 7984 M5x12 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,500,"51,500",0,8.17,
798410025DS-01,DIN 7984 M10x25 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,200,"9,800",0,43.82,
798416050DS-01,DIN 7984 M16x50 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,50,"4,200",0,206.64,
798416110DS-03,DIN 7984 M16x110 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,25,475,0,402.75,
798408050DS-01,DIN 7984 M8x50 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,200,"7,800",0,50.74,
798408040DS-01,DIN 7984 M8x40 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,200,"13,800",0,41.51,
798408060DS-03,DIN 7984 M8x60 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,100,"20,400",0,58.50,
798408070DS-01,DIN 7984 M8x70 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,100,"6,000",0,69.19,
798408070DS-03,DIN 7984 M8x70 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,100,"20,900",0,67.50,
798408080DS-03,DIN 7984 M8x80 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,100,"2,900",0,76.50,
798410055DS-01,DIN 7984 M10x55 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,100,"3,700",0,85.56,
798410055DS-03,DIN 7984 M10x55 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,100,"1,000",0,83.48,
798410090DS-01,DIN 7984 M10x90 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,100,"2,000",0,135.61,
798410090DS-03,DIN 7984 M10x90 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,100,"3,300",0,132.30,
798412070DS-01,DIN 7984 M12x70 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,50,"5,050",0,151.75,
798412070DS-03,DIN 7984 M12x70 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,50,"4,550",0,148.05,
798412080DS-03,DIN 7984 M12x80 LOW HEAD CAP SCREW 010.9 BLK,DIN 7984,50,"1,300",0,168.08,
798412090DS-01,DIN 7984 M12x90 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,50,"4,400",0,192.80,
798405030DS-03,DIN 7984 M5x30 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,500,"23,500",0,14.64,
798406050DS-03,DIN 7984 M6x50 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"8,200",0,26.98,
798412016BS-01,DIN 7984 M12x16 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,100,"8,200",0,49.50,
798406014DS-03,DIN 7984 M6x14 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,500,"3,500",0,12.07,
798408035DS-03,DIN 7984 M8x35 LOW HEAD CAP SCREW 010.9 BLK,DIN 7984,200,"4,400",0,35.10,
798408012DS-03,DIN 7984 M8x12 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"10,200",0,22.64,
798412045DS-03,DIN 7984 M12x45 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,100,"2,700",0,98.33,
798410040DS-01,DIN 7984 M10x40 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,100,"8,600",0,64.11,
798408018DS-01,DIN 7984 M8x18 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,200,"13,600",0,22.72,
798408025DS-01,DIN 7984 M8x25 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,200,"32,200",0,27.68,
798420035AS-03,DIN 7984 M20x35 LOW HEAD CAP SCREW 8.8 BLK,DIN 7984,25,"1,750",0,263.25,
798412035DS-03,DIN 7984 M12x35 LOW HEAD CAP SCREW 010.9 BLK,DIN 7984,100,"2,900",0,78.53,
798416060DS-03,DIN 7984 M16x60 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,50,700,0,234.00,
798406012DS-03,DIN 7984 M6x12 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,500,"16,000",0,11.08,
798408020DS-01,DIN 7984 M8x20 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,200,"40,600",11200,24.22,5/5/2026
798410020DS-03,DIN 7984 M10x20 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"8,000",0,36.90,
798406010DS-03,DIN 7984 M6x10 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,500,"119,500",0,12.12,
798406025DS-03,DIN 7984 M6x25 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,500,"26,000",0,14.51,
798405045DS-03,DIN 7984 M5x45 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,200,"10,400",0,21.00,
798420060DS-01,DIN 7984 M20x60 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,25,"1,900",0,387.00,
798420080DS-01,DIN 7984 M20x80 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,25,900,0,511.99,
798420080DS-03,DIN 7984 M20x80 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,25,675,450,499.50,4/10/2026
798420070DS-03,DIN 7984 M20x70 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,25,725,0,443.25,
798420060DS-03,DIN 7984 M20x60 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,25,"1,775",0,387.00,
798420100DS-03,DIN 7984 M20x100 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,10,400,0,612.00,
798420090DS-03,DIN 7984 M20x90 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,25,"1,600",0,555.75,
798416120DS-03,DIN 7984 M16x120 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,25,125,0,436.50,
798408045DS-01,DIN 7984 M8x45 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,200,"12,400",0,46.13,
798410045DS-01,DIN 7984 M10x45 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,100,"4,000",0,71.26,
798410070DS-03,DIN 7984 M10x70 LOW HEAD CAP SCREW  010.9 BLK,DIN 7984,100,"4,000",0,104.40,
798405030DS-01,DIN 7984 M5x30 LOW HEAD CAP SCREW  010.9 ZNW,DIN 7984,500,"40,500",0,13.44,
798406030DS-01,DIN 7984 M6x30 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,500,"10,500",0,17.44,
798405012DS-01,DIN 7984 M5x12 LOW HEAD CAP SCREW 010.9 ZNW,DIN 7984,500,"59,500",0,8.63,
798406022BS-01,DIN 7984 M6x22 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,500,"23,500",0,12.02,
798420035BS-03S,DIN 7984 M20x35 LOW HEAD CAP SCREW 08.8 BLK F/T,DIN 7984,25,"1,925",0,270.00,
798408065BS-01,DIN 7984 M8x65 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,100,"3,600",0,63.00,
798405008BS-03,DIN 7984 M5x8 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,500,"110,500",0,8.90,
798420100BS-01,DIN 7984 M20x100 LOW HEAD CAP SCREW 08.8 ZNW,DIN 7984,25,"2,030",0,612.00,
798420040BS-03,DIN 7984 M20x40 LOW HEAD CAP SCREW 08.8 BLK,DIN 7984,25,"1,500",0,285.19,
799116065DS-03,Din 7991 M16x65 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,25,225,0,216.64,
799104014BS-03,Din 7991 M4x14 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,500,"53,000",0,4.69,
799104018DS-03,Din 7991 M4x18 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,500,"22,500",0,5.71,
799106022DS-03,Din 7991 M6x22 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,500,"12,000",0,10.75,
799108030DS-01,Din 7991 M8x30 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,200,0,16600,25.67,4/2/2026
799108010BS-01,Din 7991 M8x10 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,200,0,31800,13.54,4/2/2026
799105012DS-01,Din 7991 M5x12 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,500,0,31500,6.02,4/2/2026
799124100BS-01,Din 7991 M24x100 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,10,0,450,726.75,4/2/2026
799105018BS-01,Din 7991 M5x18 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,500,0,34500,7.03,4/10/2026
799106070DS-03,Din 7991 M6x70 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,0,6000,32.79,4/10/2026
799120065BS-03,Din 7991 M20x65 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,25,0,1725,319.47,4/10/2026
799116140DS-01,Din 7991 M16x140 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,25,0,1925,489.21,4/10/2026
799124070BS-01,Din 7991 M24x70 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,25,0,150,510.86,4/10/2026
799116025BS-01,Din 7991 M16x25 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,50,0,6000,101.70,4/10/2026
799110040BS-01,Din 7991 M10x40 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,200,0,4600,51.51,4/10/2026
799120055DS-01,Din 7991 M20x55 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,25,0,275,291.77,4/30/2026
799120035DS-01,Din 7991 M20x35 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,25,0,1525,200.51,4/30/2026
799108040DS-01,Din 7991 M8x40 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,200,0,5800,32.47,4/30/2026
799108025DS-03,Din 7991 M8x25 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,0,55400,21.80,4/2/2026
799116120BS-01,Din 7991 M16x120 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,25,0,5050,408.26,4/30/2026
799124070BS-03,Din 7991 M24x70 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,25,0,525,497.42,4/30/2026
799116045BS-03,Din 7991 M16x45 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,50,0,8700,149.33,4/30/2026
799106014DS-01,Din 7991 M6x14 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,500,0,17000,9.59,4/30/2026
799120080DS-01,Din 7991 M20x80 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,25,0,450,438.75,4/30/2026
799110040DS-01,Din 7991 M10x40 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,100,0,11700,52.87,4/2/2026
799108045BS-01,Din 7991 M8x45 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,200,0,8400,37.09,4/30/2026
799105045DS-01,Din 7991 M5x45 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,200,0,26800,17.69,4/2/2026
799110030DS-01,Din 7991 M10x30 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,200,0,2400,41.90,4/2/2026
799112035BS-01,Din 7991 M12x35 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,100,0,14500,68.61,5/5/2026
799116045DS-01,Din 7991 M16x45 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,50,0,5150,157.40,5/5/2026
799106040BS-01,Din 7991 M6x40 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,200,0,14600,18.87,5/5/2026
799124060DS-03,Din 7991 M24x60 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,25,0,775,446.74,5/5/2026
799106030BS-03,Din 7991 M6x30 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,500,"27,000",0,12.95,
799108055BS-01,Din 7991 M8x55 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,200,"16,400",0,47.77,
799108030DS-03,Din 7991 M8x30 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,"24,200",0,25.01,
799106080DS-01,Din 7991 M6x80 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,200,"9,400",0,38.50,
799108070DS-01,Din 7991 M8x70 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,200,"6,200",0,65.15,
799110035BS-01,Din 7991 M10x35 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,100,"11,300",0,46.17,
799106025DS-03,Din 7991 M6x25 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,500,"96,500",0,12.62,
799108100BS-03,Din 7991 M8x100 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,100,"6,000",0,92.41,
799105045DS-03,Din 7991 M5x45 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,"27,400",0,17.30,
799106090BS-03,Din 7991 M6x90 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,100,"12,900",0,41.00,
799108110DS-03,Din 7991 M8x110 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,100,"15,600",0,105.38,
799105035DS-03,Din 7991 M5x35 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,"13,600",0,13.44,
799106090DS-03,Din 7991 M6x90 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,100,"8,700",0,42.11,
799108160BS-03,Din 7991 M8x160 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,50,"2,650",0,153.60,
799108160BS-01,Din 7991 M8x160 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,50,"7,550",0,157.75,
799105014BS-03,Din 7991 M5x14 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,500,"156,000",0,6.45,
799104035BS-03,Din 7991 M4x35 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,500,"16,000",0,10.16,
799110012BS-03,Din 7991 M10x12 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,200,"45,000",0,21.02,
799105070DS-03,Din 7991 M5x70 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,"8,600",0,26.78,
799105070BS-03,Din 7991 M5x70 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,200,"3,200",0,25.56,
799108090BS-01,Din 7991 M8x90 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,100,"6,200",0,84.43,
799108090BS-03,Din 7991 M8x90 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,100,"10,900",0,82.21,
799104035DS-01,Din 7991 M4x35 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,500,"4,500",0,10.16,
799108055BS-03,Din 7991 M8x55 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,100,"10,100",0,46.52,
799108060BS-03,Din 7991 M8x60 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,200,"8,800",0,51.62,
799108120DS-01,Din 7991 M8x120 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,100,"10,200",0,118.90,
799108080BS-01,Din 7991 M8x80 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,100,"10,200",0,73.96,
799108070BS-03,Din 7991 M8x70 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,200,"9,000",0,61.81,
799108120DS-03,Din 7991 M8x120 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,100,"4,000",0,115.85,
799108140BS-03,Din 7991 M8x140 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,50,"2,200",0,133.20,
799106060DS-03,Din 7991 M6x60 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,"6,000",0,28.15,
799105035BS-03,Din 7991 M5x35 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,200,"19,400",0,12.83,
799108120BS-03,Din 7991 M8x120 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,100,"9,300",0,112.80,
799108090DS-03,Din 7991 M8x90 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,100,"6,300",0,84.43,
799106060DS-01,Din 7991 M6x60 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,200,"11,600",0,28.89,
799108060DS-03,Din 7991 M8x60 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,"16,000",0,53.01,
799108050DS-01,Din 7991 M8x50 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,200,"18,400",0,43.66,
799108016DS-03,Din 7991 M8x16 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,"53,000",0,15.71,
799110040BS-03,Din 7991 M10x40 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,100,"19,800",0,50.16,
799106065DS-03,Din 7991 M6x65 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,"21,400",0,30.48,
799108080DS-03,Din 7991 M8x80 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,100,"21,700",0,73.96,
799108140BS-01,Din 7991 M8x140 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,50,"9,050",0,136.80,
799105030BS-03,Din 7991 M5x30 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,500,"11,500",0,10.96,
799108055DS-03,Din 7991 M8x55 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,100,"11,800",0,47.77,
799108130DS-03,Din 7991 M8x130 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,100,"5,900",0,126.33,
799108110BS-01,Din 7991 M8x110 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,100,"15,600",0,105.38,
799105018BS-03,Din 7991 M5x18 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,500,"44,500",0,7.83,
799106055DS-01,Din 7991 M6x55 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,200,"11,800",0,26.52,
799106080BS-03,Din 7991 M6x80 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,200,"8,000",0,36.53,
799106100DS-03,Din 7991 M6x100 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,100,"6,100",0,46.79,
799108120BS-01,Din 7991 M8x120 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,100,"6,350",0,115.85,
799106090DS-01,Din 7991 M6x90 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,200,"7,200",0,43.22,
799108130DS-01,Din 7991 M8x130 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,100,"14,000",0,129.65,
799105070DS-01,Din 7991 M5x70 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,200,"8,600",0,27.39,
799108070DS-03,Din 7991 M8x70 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,100,"11,600",0,63.48,
799108080BS-03,Din 7991 M8x80 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,200,"5,000",0,72.01,
799106060BS-01,Din 7991 M6x60 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,200,"46,000",0,28.15,
799108110BS-03,Din 7991 M8x110 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,100,"6,500",0,102.61,
799108010DS-03,Din 7991 M8x10 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,"10,400",0,15.38,
799108130BS-03,Din 7991 M8x130 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,100,"10,900",0,123.00,
799106035DS-03,Din 7991 M6x35 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,500,"73,300",0,15.18,
799106014BS-03,Din 7991 M6x14 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,500,"46,500",0,9.40,
799104030DS-01,Din 7991 M4x30 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,500,"34,000",0,8.84,
799108045DS-03,Din 7991 M8x45 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,"16,800",0,37.09,
799105040DS-03,Din 7991 M5x40 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,"26,800",0,15.35,
799106080BS-01,Din 7991 M6x80 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,100,"5,200",0,37.51,
799110035DS-03,Din 7991 M10x35 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,"14,400",0,46.17,
799106045DS-01,Din 7991 M6x45 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,200,"78,600",0,21.76,
799106050BS-03,Din 7991 M6x50 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,200,"41,800",0,22.89,
799108040DS-03,Din 7991 M8x40 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,"23,400",0,31.64,
799108035DS-03,Din 7991 M8x35 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,"23,940",0,28.43,
799110025DS-03,DIN 7991 M10x25 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,"22,400",0,35.48,
799106100BS-01,Din 7991 M6x100 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,100,400,0,46.79,
799108075DS-01,Din 7991 M8x75 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,100,"1,700",0,70.64,
799105040DS-01,Din 7991 M5x40 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,200,"53,800",0,15.69,
799106065DS-01,Din 7991 M6x65 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,200,"5,600",0,31.28,
799108050BS-03,Din 7991 M8x50 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,200,"14,000",0,41.42,
799106050DS-03,Din 7991 M6x50 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,"33,000",0,23.51,
799106055DS-03,Din 7991 M6x55 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,"3,000",0,25.84,
799106120BS-03,Din 7991 M6x120 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,100,"16,200",0,54.76,
799106100BS-03,Din 7991 M6x100 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,100,"13,300",0,45.56,
799106085BS-01,Din 7991 M6x85 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,100,"12,600",0,39.82,
799104020BS-03,Din 7991 M4x20 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,500,"61,700",0,6.21,
799108060BS-01,Din 7991 M8x60 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,200,"8,400",0,53.01,
799106035BS-03,Din 7991 M6x35 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,200,"38,200",0,14.78,
799106050BS-01,Din 7991 M6x50 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,200,"66,600",0,23.51,
799108012DS-03,Din 7991 M8x12 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,"1,600",0,17.16,
799106050DS-01,Din 7991 M6x50 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,200,"65,200",0,24.13,
799105008DS-01,Din 7991 M5x8 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,500,"25,000",0,6.30,
799108055DS-01,Din 7991 M8x55 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,100,"2,200",0,49.03,
799110016BS-03,Din 7991 M10x16 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,200,"4,000",0,25.18,
799105020BS-03,Din 7991 M5x20 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,500,"75,000",0,8.52,
799105080DS-03,Din 7991 M5x80 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,200,"17,000",0,30.59,
799105040BS-03,Din 7991 M5x40 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,200,"28,800",0,14.65,
799106022DS-01,Din 7991 M6x22 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,500,"22,000",0,10.86,
799108065DS-01,Din 7991 M8x65 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,100,"7,200",0,59.89,
799116065BS-01,Din 7991 M16x65 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,25,400,2200,216.64,4/2/2026
799108018DS-01,Din 7991 M8x18 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,200,"20,400",27400,17.51,4/2/2026
799106010BS-03,Din 7991 M6x10 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,500,"1,500",55500,8.96,4/2/2026
799105045BS-01,Din 7991 M5x45 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,200,"5,200",27200,17.30,4/2/2026
799105060BS-03,Din 7991 M5x60 COUNTERSUNK SCREW 08.8 BLK,DIN 7991,200,"2,800",11200,21.92,4/2/2026
799105035BS-01,Din 7991 M5x35 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,200,"36,000",0,13.44,
799106070BS-01,Din 7991 M6x70 COUNTERSUNK SCREW 08.8 ZNW,DIN 7991,200,"74,600",0,32.79,
799106012DS-03,Din 7991 M6x12 COUNTERSUNK SCREW 010.9 BLK,DIN 7991,500,"99,000",0,8.58,
799108012DS-01,Din 7991 M8x12 COUNTERSUNK SCREW 010.9 ZNW,DIN 7991,200,"40,200",0,17.16,
