Item No.,Item Description,Ref Standard,Pack,In Stock,InTransit Qty,Special  Price euro/1000,ETA Date
091214035AS-01,DIN 912 M14x35 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,100,"23,400",0,94.61,
091208085AS-03,DIN 912 M8x85 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,100,"1,000",0,62.74,
091220075AS-01,DIN 912 M20x75 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"3,000",0,372.74,
091216140CS-01,DIN 912 M16x140 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,25,"4,500",0,414.52,
091220130AS-01,DIN 912 M20x130 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,10,"1,330",0,597.04,
091210090CS-03,DIN 912 M10x90 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,100,"2,100",0,105.87,
091224050AS-03,DIN 912 M24x50 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,"2,625",0,479.41,
091210022CS-01,DIN 912 M10x22 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,200,"14,940",0,38.30,
091216085CS-01,DIN 912 M16x85 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,25,"1,468",0,269.73,
091208065AS-03,DIN 912 M8x65 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,100,"3,200",0,49.87,
091216105AS-01,DIN 912 M16x105 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"2,963",0,316.46,
091216055AS-03,DIN 912 M16x55 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,50,"8,200",0,183.40,
091216180CS-01,DIN 912 M16x180 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,25,"2,075",0,517.62,
091216180AS-03,DIN 912 M16x180 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,"1,375",0,500.13,
091210065CS-03,DIN 912 M10x65 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,100,"1,600",0,79.77,
091216140CS-03,DIN 912 M16x140 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,900,0,406.12,
091212110CS-03,DIN 912 M12x110 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,50,"1,450",0,174.54,
091206065CS-03,DIN 912 M6x65 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,200,"5,000",0,26.92,
091216065CS-01,DIN 912 M16x65 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,25,"2,450",0,216.45,
091220090AS-03,DIN 912 M20x90 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,"2,525",0,427.93,
091220140AS-01,DIN 912 M20x140 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,10,"1,430",0,637.82,
091216120CS-01,DIN 912 M16x120 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,25,"1,525",0,362.97,
091216130AS-01,DIN 912 M16x130 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"4,857",0,380.86,
091216170AS-01,DIN 912 M16x170 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,25,0,481.87,
091220065ES-03,DIN 912 M20x65 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,25,"1,025",0,392.06,
091216110AS-01,DIN 912 M16x110 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"1,750",0,329.51,
091220110AS-01,DIN 912 M20x110 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,10,"3,960",0,515.48,
091210022AS-01,DIN 912 M10x22 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,200,800,0,37.52,
091212060CS-03,DIN 912 M12x60 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,100,"5,200",0,103.42,
091216105ES-03,DIN 912 M16x105 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,25,"3,375",0,371.03,
091216085AS-01,DIN 912 M16x85 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"3,325",0,264.26,
091224120AS-03,DIN 912 M24x120 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,10,"1,130",0,852.64,
091224120CS-01,DIN 912 M24x120 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,10,"1,820",0,882.45,
091210040CS-03,DIN 912 M10x40 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,100,"7,793",0,53.67,
091212095CS-03,DIN 912 M12x95 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,50,"3,150",0,152.60,
091216075CS-03,DIN 912 M16x75 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,"2,775",0,238.00,
091220130CS-03,DIN 912 M20x130 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,"2,130",0,597.04,
091212020CS-03,DIN 912 M12x20 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,100,"21,800",0,52.36,
091220150AS-03,DIN 912 M20x150 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,10,"2,450",0,669.24,
091227070AS-03,DIN 912 M27x70 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,150,0,707.85,
091216125AS-03,DIN 912 M16x125 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,10,"5,940",0,363.58,
091212130AS-03,DIN 912 M12x130 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,50,"2,000",0,201.09,
091210085AS-01,DIN 912 M10x85 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,50,"4,000",0,100.65,
091210110AS-01,DIN 912 M10x110 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,50,"2,600",0,126.42,
091210100AS-01,DIN 912 M10x100 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,100,"3,200",0,116.15,
091216040CS-03,DIN 912 M16x40 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,50,"14,700",0,148.44,
091220040CS-03,DIN 912 M20x40 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,950,0,244.69,
091210055AS-03,DIN 912 M10x55 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,100,"6,700",0,68.37,
091208040AS-03,DIN 912 M8x40 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,200,"14,400",0,33.62,
091220080CS-03,DIN 912 M20x80 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,"2,399",0,393.13,
091210030AS-01,DIN 912 M10x30 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,200,"13,000",0,45.51,
091216030AS-03,DIN 912 M16x30 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,50,"1,300",0,128.70,
091212130ES-03,DIN 912 M12x130 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,50,"1,400",0,239.06,
091205050CS-01,DIN 912 M5x50 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,200,"19,000",0,17.96,
091206100CS-03,DIN 912 M6x100 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,100,"6,169",0,34.09,
091216180CS-03,DIN 912 M16x180 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,75,0,507.12,
091220150AS-01,DIN 912 M20x150 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,10,"1,320",0,678.60,
091206016ES-03,DIN 912 M6x16 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,500,"17,500",0,12.29,
091208045ES-03,DIN 912 M8x45 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,200,"7,800",0,43.80,
091210080AS-03,DIN 912 M10x80 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,100,"8,700",0,94.11,
091212050CS-03,DIN 912 M12x50 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,100,"4,400",0,88.90,
091208080AS-01,DIN 912 M8x80 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,200,"4,500",0,60.36,
091208075CS-03,DIN 912 M8x75 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,100,"4,300",0,57.09,
091210020ES-03,DIN 912 M10x20 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,200,"43,200",0,43.80,
091216030CS-03,DIN 912 M16x30 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,50,"2,050",0,130.50,
091220130CS-01,DIN 912 M20x130 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,10,"1,050",0,609.39,
091214040AS-01,DIN 912 M14x40 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,50,"7,950",0,102.77,
091212120AS-03,DIN 912 M12x120 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,50,"6,100",0,186.62,
091206040AS-01,DIN 912 M6x40 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,200,"18,000",0,17.94,
091212110AS-03,DIN 912 M12x110 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,50,"3,650",0,172.14,
091208050ES-03,DIN 912 M8x50 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,200,"7,400",0,47.62,
091216035AS-03,DIN 912 M16x35 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,50,"5,650",0,139.32,
091210070AS-03,DIN 912 M10x70 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,100,"2,980",0,83.82,
091210100AS-03,DIN 912 M10x100 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,100,"10,500",0,114.54,
091212080AS-03,DIN 912 M12x80 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,50,"7,900",0,129.02,
091208045AS-03,DIN 912 M8x45 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,200,"5,800",0,36.84,
091208060AS-03,DIN 912 M8x60 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,200,"18,000",0,46.49,
091216190AS-03,DIN 912 M16x190 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,"1,225",0,525.03,
091220050AS-03,DIN 912 M20x50 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,"3,650",0,276.71,
091205025CS-01,DIN 912 M5x25 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,500,"25,000",0,9.95,
091210065ES-03,DIN 912 M10x65 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,100,"2,200",0,93.52,
091210020CS-03,DIN 912 M10x20 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,200,"2,200",0,37.36,
091220055CS-01,DIN 912 M20x55 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,25,"2,200",0,304.70,
091220050CS-03,DIN 912 M20x50 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,950,0,280.58,
091216070CS-03,DIN 912 M16x70 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,"1,050",0,225.11,
091210060AS-03,DIN 912 M10x60 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,100,"5,400",0,73.52,
091210065AS-03,DIN 912 M10x65 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,100,"3,400",0,78.67,
091210065AS-01,DIN 912 M10x65 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,100,"4,700",0,79.77,
091220070CS-03,DIN 912 M20x70 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,"1,175",0,352.35,
091220190AS-03,DIN 912 M20x190 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,10,"1,330",0,830.12,
091210090ES-03,DIN 912 M10x90 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,50,"3,900",0,124.12,
091210025AS-03,DIN 912 M10x25 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,200,"5,800",0,41.43,
091210030ES-03,DIN 912 M10x30 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,200,"2,100",0,53.36,
091206040AS-03,DIN 912 M6x40 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,200,"9,400",0,17.70,
091208080AS-03,DIN 912 M8x80 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,200,"3,000",0,59.52,
091216120CS-03,DIN 912 M16x120 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,"4,775",0,355.61,
091206030CS-03,DIN 912 M6x30 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,500,"12,500",0,13.54,
091206030ES-03,DIN 912 M6x30 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,500,"43,100",0,15.87,
091206045ES-03,DIN 912 M6x45 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,200,"107,000",0,22.95,
091208040ES-03,DIN 912 M8x40 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,200,"28,800",0,39.97,
091210070ES-03,DIN 912 M10x70 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,50,"5,650",0,99.64,
091210080ES-03,DIN 912 M10x80 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,100,"7,200",0,111.88,
091212050ES-03,DIN 912 M12x50 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,100,"19,000",0,104.23,
091216065ES-03,DIN 912 M16x65 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,25,"4,350",0,248.63,
091220080ES-03,DIN 912 M20x80 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,25,150,0,460.91,
091220090ES-03,DIN 912 M20x90 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,10,630,0,508.73,
091220160ES-03,DIN 912 M20x160 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,10,"1,730",0,843.41,
091216120AS-03,DIN 912 M16x120 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,"2,475",0,350.71,
091210020CS-01,DIN 912 M10x20 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,200,"13,000",0,38.13,
091212070AS-03,DIN 912 M12x70 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,50,"14,950",0,114.70,
091206020ES-03,DIN 912 M6x20 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,500,"25,000",0,12.49,
091220050ES-03,DIN 912 M20x50 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,25,"2,011",0,328.95,
091220040ES-03,DIN 912 M20x40 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,25,"1,150",0,286.88,
091206035ES-03,DIN 912 M6x35 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,200,"6,400",0,18.95,
091206090AS-01,DIN 912 M6x90 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,100,"13,600",0,32.30,
091208100ES-03,DIN 912 M8x100 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,100,"18,000",0,86.06,
091212040AS-01,DIN 912 M12x40 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,100,100,0,75.85,
091220150CS-01,DIN 912 M20x150 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,10,"1,910",0,692.64,
091208075ES-03,DIN 912 M8x75 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,200,"2,600",0,66.94,
091220190AS-01,DIN 912 M20x190 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,10,430,0,841.73,
091212030AS-03,DIN 912 M12x30 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,100,"4,000",0,63.22,
091220170AS-01,DIN 912 M20x170 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,10,"2,430",0,760.16,
091206070CS-03,DIN 912 M6x70 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,200,"9,000",0,28.71,
091220150CS-03,DIN 912 M20x150 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,10,"1,690",0,678.60,
091216100AS-01,DIN 912 M16x100 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"1,125",0,303.41,
091220100CS-01,DIN 912 M20x100 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,10,40,0,484.52,
091208035AS-03,DIN 912 M8x35 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,200,"16,400",0,30.41,
091216120AS-01,DIN 912 M16x120 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"1,900",0,355.61,
091206040CS-03,DIN 912 M6x40 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,200,"14,400",0,17.94,
091224050ES-03,DIN 912 M24x50 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,25,250,0,569.93,
091210065CS-01,DIN 912 M10x65 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,100,"13,100",0,81.42,
091220170CS-03,DIN 912 M20x170 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,10,990,0,760.16,
091220200CS-01,DIN 912 M20x200 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,10,"1,080",0,900.77,
091224120CS-03,DIN 912 M24x120 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,10,410,0,864.56,
091224150CS-01,DIN 912 M24x150 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,10,560,0,1057.94,
091206020CS-03,DIN 912 M6x20 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,500,"8,500",0,10.65,
091210035CS-01,DIN 912 M10x35 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,100,200,0,50.62,
091210070CS-01,DIN 912 M10x70 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,100,"2,900",0,86.75,
091210095CS-01,DIN 912 M10x95 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,100,"7,700",0,113.30,
091212020CS-01,DIN 912 M12x20 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,100,"3,500",0,53.45,
091212030CS-01,DIN 912 M12x30 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,100,"4,000",0,65.43,
091212110CS-01,DIN 912 M12x110 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,50,750,0,178.16,
091214050CS-01,DIN 912 M14x50 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,50,"2,200",0,121.55,
091214090CS-01,DIN 912 M14x90 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,50,"3,000",0,199.80,
091210095AS-01,DIN 912 M10x95 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,100,"2,900",0,111.01,
091224140AS-01,DIN 912 M24x140 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,10,120,0,979.24,
091224170AS-03,DIN 912 M24x170 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,10,670,0,1133.36,
091205012ES-01,DIN 912 M5x12 SOCKET HEAD CAP SCREW 12.9 ZNW,DIN 912,500,500,0,5.64,
091216085ES-03,DIN 912 M16x85 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,25,"1,075",0,309.83,
091212100CS-01,DIN 912 M12x100 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,50,"2,600",0,163.17,
091220050CS-01,DIN 912 M20x50 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,25,"3,325",0,286.38,
091206080CS-01,DIN 912 M6x80 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,200,"5,200",0,31.14,
091205040CS-01,DIN 912 M5x40 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,200,"16,200",0,14.76,
091206065AS-03,DIN 912 M6x65 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,200,"9,600",0,26.54,
091216080CS-01,DIN 912 M16x80 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,25,"2,450",0,256.41,
091216130CS-03,DIN 912 M16x130 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,748,0,380.86,
091216090ES-03,DIN 912 M16x90 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,25,"1,000",0,325.13,
091216065AS-03,DIN 912 M16x65 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,"3,100",0,209.14,
091210060ES-03,DIN 912 M10x60 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,100,"3,100",0,87.40,
091216200ES-03,DIN 912 M16x200 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,25,"1,100",0,653.77,
091208055AS-01,DIN 912 M8x55 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,200,"14,500",0,43.88,
091208030AS-01,DIN 912 M8x30 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,200,"20,200",0,27.57,
091212090AS-03,DIN 912 M12x90 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,50,"5,850",0,143.34,
091220180AS-03,DIN 912 M20x180 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,10,680,0,789.90,
091216140AS-01,DIN 912 M16x140 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"4,750",0,406.12,
091216035CS-03,DIN 912 M16x35 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,50,850,0,141.27,
091214070AS-03,DIN 912 M14x70 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,50,300,0,154.44,
091220120AS-03,DIN 912 M20x120 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,10,"4,620",0,548.58,
091216140AS-03,DIN 912 M16x140 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,"2,550",0,400.51,
091208055CS-01,DIN 912 M8x55 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,100,"6,600",0,44.79,
091220065CS-01,DIN 912 M20x65 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,25,"2,200",0,341.33,
091216150CS-03,DIN 912 M16x150 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,100,0,431.37,
091220190CS-03,DIN 912 M20x190 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,10,590,0,841.73,
091220045CS-01,DIN 912 M20x45 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,25,"2,375",0,268.07,
091208065CS-01,DIN 912 M8x65 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,200,"12,800",0,51.62,
091224200AS-03,DIN 912 M24x200 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,10,930,0,1303.73,
091206055AS-03,DIN 912 M6x55 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,200,"9,600",0,23.01,
091214055AS-01,DIN 912 M14x55 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,50,"11,250",0,127.24,
091212065AS-01,DIN 912 M12x65 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,50,"19,628",0,110.60,
091220060CS-03,DIN 912 M20x60 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,"1,950",0,316.46,
091216100ES-03,DIN 912 M16x100 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,25,"2,150",0,355.73,
091208020AS-03,DIN 912 M8x20 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,200,"98,200",0,21.56,
091206100AS-03,DIN 912 M6x100 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,100,500,0,33.62,
091220110AS-03,DIN 912 M20x110 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,10,"1,300",0,508.37,
091220090CS-03,DIN 912 M20x90 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,25,825,0,433.91,
091220170AS-03,DIN 912 M20x170 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,10,"2,000",0,749.68,
091216100AS-03,DIN 912 M16x100 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,"2,075",0,299.23,
091220070AS-03,DIN 912 M20x70 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,25,650,0,347.49,
091208060ES-03,DIN 912 M8x60 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,200,"5,600",0,55.27,
091220110CS-03,DIN 912 M20x110 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,10,"1,050",0,515.48,
091224170CS-03,DIN 912 M24x170 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,10,200,0,1149.22,
091208050AS-01,DIN 912 M8x50 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,200,"48,700",0,40.62,
091216060ES-03,DIN 912 M16x60 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,50,"6,450",0,233.33,
091206100AS-01,DIN 912 M6x100 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,100,"2,600",0,34.09,
091212075CS-01,DIN 912 M12x75 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,50,"2,600",0,126.12,
091224100CS-01,DIN 912 M24x100 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,10,680,0,765.90,
091212085ES-03,DIN 912 M12x85 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,50,35,0,163.71,
091214070AS-01,DIN 912 M14x70 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,50,"2,050",0,156.60,
091220090AS-01,DIN 912 M20x90 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,25,"2,900",0,433.91,
091205025AS-03,DIN 912 M5x25 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,500,"12,000",0,9.68,
091206070ES-03,DIN 912 M6x70 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,200,"6,400",0,33.66,
091216170ES-03,DIN 912 M16x170 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,25,"1,050",0,564.95,
091212040CS-03,DIN 912 M12x40 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,100,"11,800",0,75.85,
091210100CS-01,DIN 912 M10x100 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,100,"3,100",0,118.55,
091224100CS-03,DIN 912 M24x100 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,10,"1,050",0,750.38,
091212030AS-01,DIN 912 M12x30 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,100,"6,600",0,64.11,
091212035CS-03,DIN 912 M12x35 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,100,"2,100",0,69.98,
091208090AS-03,DIN 912 M8x90 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,100,"1,700",0,65.96,
091214050AS-01,DIN 912 M14x50 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,50,"1,800",0,119.08,
091210070AS-01,DIN 912 M10x70 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,100,"3,000",0,84.99,
091212025CS-03,DIN 912 M12x25 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,100,"1,800",0,58.24,
091220140AS-03,DIN 912 M20x140 SOCKET HEAD CAP SCREW 8.8 BLK,DIN 912,10,770,0,629.02,
091205025AS-01,DIN 912 M5x25 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,500,"57,000",0,9.68,
091206012AS-01,DIN 912 M6x12 SOCKET HEAD CAP SCREW 8.8 ZNW,DIN 912,500,"22,000",0,10.20,
091210055CS-01,DIN 912 M10x55 SOCKET HEAD CAP SCREW 10.9 ZNW,DIN 912,100,600,0,70.76,
091216040ES-01,DIN 912 M16x40 SOCKET HEAD CAP SCREW 12.9 ZNW,DIN 912,50,50,0,174.04,
091216050CS-03,DIN 912 M16x50 SOCKET HEAD CAP SCREW 10.9 BLK,DIN 912,50,"1,100",0,172.91,
091216120ES-03,DIN 912 M16x120 SOCKET HEAD CAP SCREW 12.9 BLK,DIN 912,25,"1,925",0,416.93,
