Article code,Item Full Name,Item Full Name English,Standard Name,Standard Code,Standard Group,Item article,Metric thread M,Thread pitch,Length,Coating,Material,Option,Packaging,King Name,King Size,King Code
235223,"Накутник 70х70х15х1,8  Zn вузький TN4215 (50 шт)",,TN,4215,TN 4215 Zn,Накутник,,,70,Zn,,,50,,,
235224,"Накутник 70х70х15х2,0  Zn вузький TN4215 (50 шт)",,TN,4215,TN 4215 Zn,Накутник,,,70,Zn,,,50,,,
235225,"Накутник 80х80х15х1,5  Zn вузький TN4215 (50 шт)",,TN,4215,TN 4215 Zn,Накутник,,,80,Zn,,,50,,,
235226,"Накутник 80х80х15х1,8  Zn вузький TN4215 (50 шт)",,TN,4215,TN 4215 Zn,Накутник,,,80,Zn,,,50,,,
235227,"Накутник 80х80х15х2,0  Zn вузький TN4215 (50 шт)",,TN,4215,TN 4215 Zn,Накутник,,,80,Zn,,,50,,,
235917,"Куток 50х50х35х1,8 Zn універ. 135 TN4216 (50 шт)",,TN,4216,TN 4216 Zn,Куток,,,50,Zn,,,50,,,
235918,"Куток 50х50х35х2,0 Zn універ. 135 TN4216 (50 шт)",,TN,4216,TN 4216 Zn,Куток,,,50,Zn,,,50,,,
235919,"Куток 50х50х35х2,5 Zn універ. 135 TN4216 (50 шт)",,TN,4216,TN 4216 Zn,Куток,,,50,Zn,,,50,,,
235920,"Куток 60х60х45х1,8 Zn універ. 135 TN4216 (20 шт)",,TN,4216,TN 4216 Zn,Куток,,,60,Zn,,,20,,,
235921,"Куток 60х60х45х2,0 Zn універ. 135 TN4216 (20 шт)",,TN,4216,TN 4216 Zn,Куток,,,60,Zn,,,20,,,
235922,"Куток 60х60х45х2,5 Zn універ. 135 TN4216 (20 шт)",,TN,4216,TN 4216 Zn,Куток,,,60,Zn,,,20,,,
235923,"Куток 70х70х55х1,8 Zn універ. 135 TN4216 (20 шт)",,TN,4216,TN 4216 Zn,Куток,,,70,Zn,,,20,,,
235924,"Куток 70х70х55х2,0 Zn універ. 135 TN4216 (20 шт)",,TN,4216,TN 4216 Zn,Куток,,,70,Zn,,,20,,,
235925,"Куток 70х70х55х2,5 Zn універ. 135 TN4216 (20 шт)",,TN,4216,TN 4216 Zn,Куток,,,70,Zn,,,20,,,
235926,"Куток 90х90х65х1,8 Zn універ. 135 TN4216 (20 шт)",,TN,4216,TN 4216 Zn,Куток,,,90,Zn,,,20,,,
235927,"Куток 90х90х65х2,0 Zn універ. 135 TN4216 (20 шт)",,TN,4216,TN 4216 Zn,Куток,,,90,Zn,,,20,,,
235928,"Куток 90х90х65х2,5 Zn універ. 135 TN4216 (20 шт)",,TN,4216,TN 4216 Zn,Куток,,,90,Zn,,,20,,,
235929,"Куток 105х105х90х1,8 Zn універ. 135 TN4216 (20 шт)",,TN,4216,TN 4216 Zn,Куток,,,105,Zn,,,20,,,
235930,"Куток 105х105х90х2,0 Zn універ. 135 TN4216 (20 шт)",,TN,4216,TN 4216 Zn,Куток,,,105,Zn,,,20,,,
235931,"Куток 105х105х90х2,5 Zn універ. 135 TN4216 (20 шт)",,TN,4216,TN 4216 Zn,Куток,,,105,Zn,,,20,,,
237396,Куток 50х50х50х35  Zn Z-подібний TN4217 (25 шт),,TN,4217,TN 4217 Zn,Куток,,,50,Zn,,,25,,,
233130,Насадка 0х25   Wera [біта PH] 851/1 Z TN7010 (10 шт),Bit  851/1 Z PH 0/25    AN 150,TN,7010,TN 7010 [WERA],Насадка,,,25,,,[WERA],10,,,
233131,Насадка 1х25   Wera [біта PH] 851/1 Z TN7010 (10 шт),Bit  851/1 Z PH 1/25,TN,7010,TN 7010 [WERA],Насадка,1,,25,,,[WERA],10,,,
233256,Насадка 1х50   Wera [біта PH] 851/1 Z TN7010 (10 шт),,TN,7010,TN 7010 [WERA],Насадка,1,,50,,,[WERA],10,,,
233132,Насадка 2х25   Wera [біта PH] 851/1 Z TN7010 (10 шт),,TN,7010,TN 7010 [WERA],Насадка,2,,25,,,[WERA],10,,,
233133,Насадка 2х50   Wera [біта PH] 851/1 Z TN7010 (10 шт),,TN,7010,TN 7010 [WERA],Насадка,2,,50,,,[WERA],10,,,
233134,Насадка 3х25   Wera [біта PH] 851/1 Z TN7010 (10 шт),Bit  851/1 Z PH 3/25,TN,7010,TN 7010 [WERA],Насадка,3,,25,,,[WERA],10,,,
233257,Насадка 3х50   Wera [біта PH] 851/1 Z TN7010 (10 шт),,TN,7010,TN 7010 [WERA],Насадка,3,,50,,,[WERA],10,,,
233135,Насадка 4х32   Wera [біта PH] 851/1 Z TN7010 (10 шт),Bit  851/1 Z PH 4/32    AN 150,TN,7010,TN 7010 [WERA],Насадка,4,,32,,,[WERA],10,,,
249454,Насадка 1х25  Wera [біта PH] TN7011 (10 шт),Bit  851/1 TIN PH 1/25,TN,7011,TN 7011 [WERA],Насадка,1,,25,,,[WERA],10,,,
249455,Насадка 2х25  Wera [біта PH] TN7011 (10 шт),Bit  851/1 TIN PH 2/25,TN,7011,TN 7011 [WERA],Насадка,2,,25,,,[WERA],10,,,
249456,Насадка 2х25  Wera [біта PH] TN7012 (10 шт),Bit  851/1 BDC diament PH 2/25    AN 150,TN,7012,TN 7012 [WERA],Насадка,2,,25,,,[WERA],10,,,
249457,Насадка 2х25  Wera [біта PH] TN7013 (10 шт),Bit  851/1 TH PH 2/25    AN 150,TN,7013,TN 7013 [WERA],Насадка,2,,25,,,[WERA],10,,,
238852,Насадка 1х25   Wera [біта PZ] 855/1 TN7014 (10 шт),Bit  855/1 Z PZ 1/25,TN,7014,TN 7014 [WERA],Насадка,1,,25,,,[WERA],10,,,
238853,Насадка 2х25   Wera [біта PZ] 855/1 TN7014 (10 шт),Bit  855/1 Z PZ 2/25,TN,7014,TN 7014 [WERA],Насадка,2,,25,,,[WERA],10,,,
238854,Насадка 2х50   Wera [біта PZ] 855/1 TN7014 (10 шт),Bit  855/1 Z PZ 2/50,TN,7014,TN 7014 [WERA],Насадка,2,,50,,,[WERA],10,,,
238855,Насадка 3х25   Wera [біта PZ] 855/1 TN7014 (10 шт),Bit  855/1 Z PZ 3/25,TN,7014,TN 7014 [WERA],Насадка,3,,25,,,[WERA],10,,,
238856,Насадка 4х32   Wera [біта PZ] 855/1 TN7014 (10 шт),Bit  855/1 Z PZ 4/32    AN 151,TN,7014,TN 7014 [WERA],Насадка,4,,32,,,[WERA],10,,,
249458,Насадка 1х25  Wera [біта PZ] TN 7015 (10 шт),Bit  855/1 TIN PZ 1/25,TN,7015,TN 7015 [WERA],Насадка,1,,25,,,[WERA],10,,,
249459,Насадка 2х25  Wera [біта PZ] TN 7015 (10 шт),Bit  855/1 TIN PZ 2/25,TN,7015,TN 7015 [WERA],Насадка,2,,25,,,[WERA],10,,,
249460,Насадка 3х25  Wera [біта PZ] TN 7015 (10 шт),Bit  855/1 TIN PZ 3/25,TN,7015,TN 7015 [WERA],Насадка,3,,25,,,[WERA],10,,,
249461,Насадка 2х25  Wera [біта PZ] TN7016 (10 шт),Bit  855/1 BDC diament PZ 2/25,TN,7016,TN 7016 [WERA],Насадка,2,,25,,,[WERA],10,,,
249462,Насадка 10х25  Wera [біта Torx 867/1] TN7017 (10 шт),Bit  Tx 10/25    AN 152 W 867/1,TN,7017,TN 7017 [WERA],Насадка,10,,25,,,[WERA],10,,,
249463,Насадка 15х25  Wera [біта Torx 867/1] TN7017 (10 шт),Bit  Tx 15/25    AN 152 W 867/1,TN,7017,TN 7017 [WERA],Насадка,15,,25,,,[WERA],10,,,
249464,Насадка 20х25  Wera [біта Torx 867/1] TN7017 (10 шт),Bit  Tx 20/25    AN 152 W 867/1,TN,7017,TN 7017 [WERA],Насадка,20,,25,,,[WERA],10,,,
249465,Насадка 25х25  Wera [біта Torx 867/1] TN7017 (10 шт),,TN,7017,TN 7017 [WERA],Насадка,25,,25,,,[WERA],10,,,
249466,Насадка 30х25  Wera [біта Torx 867/1] TN7017 (10 шт),Bit  Tx 30/25    AN 152 W 867/1,TN,7017,TN 7017 [WERA],Насадка,30,,25,,,[WERA],10,,,
249467,Насадка 40х25  Wera [біта Torx 867/1] TN7017 (10 шт),Bit  Tx 40/25    AN 152 W 867/1,TN,7017,TN 7017 [WERA],Насадка,40,,25,,,[WERA],10,,,
249468,Насадка 45х35  Wera [біта Torx 867/1] TN7017 (10 шт),Bit  Tx 45/35    AN 152 W 867/1,TN,7017,TN 7017 [WERA],Насадка,45,,35,,,[WERA],10,,,
249469,Насадка 50х35  Wera [біта Torx 867/1] TN7017 (10 шт),Bit  Tx 50/35    AN 152 W 867/1,TN,7017,TN 7017 [WERA],Насадка,50,,35,,,[WERA],10,,,
249474,Насадка 10х25  Wera [біта Torx 867/1 Z HF] TN7018 (2 шт),Bit  Tx 10/25    AN 152 W 867/1 ZTorxHF,TN,7018,TN 7018 [WERA],Насадка,10,,25,,,[WERA],2,,,
249470,Насадка 15х25  Wera [біта Torx 867/1 Z HF] TN7018 (2 шт),Bit  Tx 15/25    AN 152 W 867/1 ZTorxHF,TN,7018,TN 7018 [WERA],Насадка,15,,25,,,[WERA],2,,,
249471,Насадка 20х25  Wera [біта Torx 867/1 Z HF] TN7018 (2 шт),,TN,7018,TN 7018 [WERA],Насадка,20,,25,,,[WERA],2,,,
249472,Насадка 25х25  Wera [біта Torx 867/1 Z HF] TN7018 (2 шт),,TN,7018,TN 7018 [WERA],Насадка,25,,25,,,[WERA],2,,,
249473,Насадка 30х25  Wera [біта Torx 867/1 Z HF] TN7018 (2 шт),Bit  Tx 30/25    AN 152 W 867/1 ZTorxHF,TN,7018,TN 7018 [WERA],Насадка,30,,25,,,[WERA],2,,,
249475,Насадка 40х25  Wera [біта Torx 867/1 Z HF] TN7018 (2 шт),Bit  Tx 40/25    AN 152 W 867/1 ZTorxHF,TN,7018,TN 7018 [WERA],Насадка,40,,25,,,[WERA],2,,,
249592,"Насадка 1,5х25  Wera [біта 840/1 Z] TN 7019 (10 шт)",,TN,7019,TN 7019 [WERA],Насадка,1.5,,25,,,[WERA],10,,,
249593,Насадка 2х25  Wera [біта 840/1 Z] TN 7019 (10 шт),,TN,7019,TN 7019 [WERA],Насадка,2,,25,,,[WERA],10,,,
249594,"Насадка 2,5х25  Wera [біта 840/1 Z] TN 7019 (10 шт)",,TN,7019,TN 7019 [WERA],Насадка,2.5,,25,,,[WERA],10,,,
249595,Насадка 3х25  Wera [біта 840/1 Z] TN 7019 (10 шт),Bit  840/1 Z In 3/25    AN 153,TN,7019,TN 7019 [WERA],Насадка,3,,25,,,[WERA],10,,,
249596,Насадка 4х25  Wera [біта 840/1 Z] TN 7019 (10 шт),Bit  840/1 Z In 4/25,TN,7019,TN 7019 [WERA],Насадка,4,,25,,,[WERA],10,,,
249597,Насадка 5х25  Wera [біта 840/1 Z] TN 7019 (10 шт),,TN,7019,TN 7019 [WERA],Насадка,5,,25,,,[WERA],10,,,
249598,Насадка 6х25  Wera [біта 840/1 Z] TN 7019 (10 шт),Bit  840/1 Z In 6/25,TN,7019,TN 7019 [WERA],Насадка,6,,25,,,[WERA],10,,,
249599,Насадка 8х25  Wera [біта 840/1 Z] TN 7019 (10 шт),,TN,7019,TN 7019 [WERA],Насадка,8,,25,,,[WERA],10,,,
249558,Насадка 1х50  Wera [біта PH 851/4 TH] TN7020 (10 шт),,TN,7020,TN 7020 [WERA],Насадка,1,,50,,,[WERA],10,,,
249559,Насадка 2х50  Wera [біта PH 851/4 TH] TN7020 (10 шт),,TN,7020,TN 7020 [WERA],Насадка,2,,50,,,[WERA],10,,,
249560,Насадка 3х50  Wera [біта PH 851/4 TH] TN7020 (10 шт),,TN,7020,TN 7020 [WERA],Насадка,3,,50,,,[WERA],10,,,
249561,Насадка 1х70  Wera [біта PH 851/4 Z] TN7021 (10 шт),,TN,7021,TN 7021 [WERA],Насадка,1,,70,,,[WERA],10,,,
249562,Насадка 1х89  Wera [біта PH 851/4 Z] TN7021 (10 шт),,TN,7021,TN 7021 [WERA],Насадка,1,,89,,,[WERA],10,,,
249563,Насадка 1х110  Wera [біта PH 851/4 Z] TN7021 (10 шт),,TN,7021,TN 7021 [WERA],Насадка,1,,110,,,[WERA],10,,,
249564,Насадка 1х127  Wera [біта PH 851/4 Z] TN7021 (10 шт),,TN,7021,TN 7021 [WERA],Насадка,1,,127,,,[WERA],10,,,
249565,Насадка 1х152  Wera [біта PH 851/4 Z] TN7021 (10 шт),,TN,7021,TN 7021 [WERA],Насадка,1,,152,,,[WERA],10,,,
249566,Насадка 2х70  Wera [біта PH 851/4 Z] TN7021 (10 шт),,TN,7021,TN 7021 [WERA],Насадка,2,,70,,,[WERA],10,,,
