Article code,Item Full Name,Item Full Name English,Standard Name,Standard Code,Standard Group,Item article,Metric thread M,Thread pitch,Length,Coating,Material,Option,Packaging,King Name,King Size,King Code
164775,Шайба М20 D=37 A4 DIN125 B (200 шт),DIN 125 A 4 140 HV B 21 A 4 PU=S,DIN,125B,DIN 125 B A4,Шайба,20,,,,A4,,200,A4 DIN 125  Plain washers,20,4012520
164776,Шайба М22 D=39 A4 DIN125 B (100 шт),DIN 125 A 4 B 23 A 4 PU=S,DIN,125B,DIN 125 B A4,Шайба,22,,,,A4,,100,A4 DIN 125  Plain washers,22,4012522
164777,Шайба М24 D=44 A4 DIN125 B (100 шт),DIN 125 A 4 140 HV B 25 A 4 PU=S,DIN,125B,DIN 125 B A4,Шайба,24,,,,A4,,100,A4 DIN 125  Plain washers,24,4012524
164778,Шайба М27 D=50 A4 DIN125 B (25 шт),DIN 125 A 4 140 HV B 28 A 4 PU=S,DIN,125B,DIN 125 B A4,Шайба,27,,,,A4,,25,A4 DIN 125  Plain washers,27,4012527
164779,Шайба М30 D=56 A4 DIN125 B (25 шт),DIN 125 A 4 140 HV B 31 A 4 PU=S,DIN,125B,DIN 125 B A4,Шайба,30,,,,A4,,25,A4 DIN 125  Plain washers,30,4012530
164780,Шайба М33 D=60 A4 DIN125 B (25 шт),DIN 125 A 4 140 HV B 34 A 4 PU=S,DIN,125B,DIN 125 B A4,Шайба,33,,,,A4,,25,A4 DIN 125  Plain washers,33,4012533
164781,Шайба М36 D=66 A4 DIN125 B (10 шт),DIN 125 A 4 140 HV B 37 A 4 PU=S,DIN,125B,DIN 125 B A4,Шайба,36,,,,A4,,10,A4 DIN 125  Plain washers,36,4012536
164782,Шайба М39 D=72 A4 DIN125 B (10 шт),,DIN,125B,DIN 125 B A4,Шайба,39,,,,A4,,10,A4 DIN 125  Plain washers,39,4012539
164783,Шайба М42 D=78 A4 DIN125 B (10 шт),DIN 125 A 4 140 HV B 43 A 4 PU=S,DIN,125B,DIN 125 B A4,Шайба,42,,,,A4,,10,A4 DIN 125  Plain washers,42,4012542
164784,Шайба М48 D=92 A4 DIN125 B (10 шт),DIN 125 A 4 140 HV B 50 A 4 PU=S,DIN,125B,DIN 125 B A4,Шайба,48,,,,A4,,10,A4 DIN 125  Plain washers,48,4012548
164785,Шайба М52 D=98 A4 DIN125 B (1 шт),DIN 125 A 4 140 HV B 54 A 4 PU=S,DIN,125B,DIN 125 B A4,Шайба,52,,,,A4,,1,A4 DIN 125  Plain washers,52,4012552
208153,"Шайба пруж. ф3мм s=0,8 1.4310 DIN127 A (1000 шт)",DIN 127 1.4310 A 3 stainless PU=S,DIN,127A,DIN 127 A 1.4310,Шайба пруж.,3,,,,1.4310,,"1,000",,,
208154,"Шайба пруж. ф4мм s=0,9 1.4310 DIN127 A (1000 шт)",DIN 127 1.4310 A 4 stainless PU=S,DIN,127A,DIN 127 A 1.4310,Шайба пруж.,4,,,,1.4310,,"1,000",,,
208155,"Шайба пруж. ф5мм s=1,2 1.4310 DIN127 A (1000 шт)",DIN 127 1.4310 A 5 stainless PU=S,DIN,127A,DIN 127 A 1.4310,Шайба пруж.,5,,,,1.4310,,"1,000",,,
208156,"Шайба пруж. ф6мм s=1,6 1.4310 DIN127 A (1000 шт)",DIN 127 1.4310 A 6 stainless PU=S,DIN,127A,DIN 127 A 1.4310,Шайба пруж.,6,,,,1.4310,,"1,000",,,
208157,Шайба пруж. ф8мм s=2 1.4310 DIN127 A (1000 шт),DIN 127 1.4310 A 8 stainless PU=S,DIN,127A,DIN 127 A 1.4310,Шайба пруж.,8,,,,1.4310,,"1,000",,,
208158,"Шайба пруж. ф10мм s=2,2 1.4310 DIN127 A (500 шт)",DIN 127 1.4310 A 10 stainless PU=S,DIN,127A,DIN 127 A 1.4310,Шайба пруж.,10,,,,1.4310,,500,,,
208159,"Шайба пруж. ф12мм s=2,5 1.4310 DIN127 A (500 шт)",DIN 127 1.4310 A 12 stainless PU=S,DIN,127A,DIN 127 A 1.4310,Шайба пруж.,12,,,,1.4310,,500,,,
243519,"Шайба пруж. ф16мм s=3,5 1.4310 DIN127 A (500 шт)",DIN 127 1.4310 A 16 stainless PU=S,DIN,127A,DIN 127 A 1.4310,Шайба пруж.,16,,,,1.4310,,500,,,
243520,Шайба пруж. ф20мм s=4 1.4310 DIN127 A (100 шт),DIN 127 1.4310 A 20 stainless PU=S,DIN,127A,DIN 127 A 1.4310,Шайба пруж.,20,,,,1.4310,,100,,,
217131,"Шайба пруж. ф2мм s=0,6 A4 DIN127 A (1000 шт)",,DIN,127A,DIN 127 A A4,Шайба пруж.,2,,,,A4,,"1,000",A4 DIN 127 TYPE B  Spring lock washers type B,2,40127B2
217132,"Шайба пруж. ф2,5мм s=0,6 A4 DIN127 A (1000 шт)",,DIN,127A,DIN 127 A A4,Шайба пруж.,2.5,,,,A4,,"1,000",A4 DIN 127 TYPE B  Spring lock washers type B,"2,5","40127B2,5"
208144,"Шайба пруж. ф3мм s=0,8 A4 DIN127 A (1000 шт)",DIN 127 A 4 A 3 A 4 PU=S,DIN,127A,DIN 127 A A4,Шайба пруж.,3,,,,A4,,"1,000",A4 DIN 127 TYPE B  Spring lock washers type B,3,40127B3
208145,"Шайба пруж. ф4мм s=0,9 A4 DIN127 A (1000 шт)",DIN 127 A 4 A 4 A 4 PU=S,DIN,127A,DIN 127 A A4,Шайба пруж.,4,,,,A4,,"1,000",A4 DIN 127 TYPE B  Spring lock washers type B,4,40127B4
208146,"Шайба пруж. ф5мм s=1,2 A4 DIN127 A (1000 шт)",DIN 127 A 4 A 5 A 4 PU=S,DIN,127A,DIN 127 A A4,Шайба пруж.,5,,,,A4,,"1,000",A4 DIN 127 TYPE B  Spring lock washers type B,5,40127B5
208147,"Шайба пруж. ф6мм s=1,6 A4 DIN127 A (1000 шт)",DIN 127 A 4 A 6 A 4 PU=S,DIN,127A,DIN 127 A A4,Шайба пруж.,6,,,,A4,,"1,000",A4 DIN 127 TYPE B  Spring lock washers type B,6,40127B6
208148,Шайба пруж. ф8мм s=2 A4 DIN127 A (1000 шт),DIN 127 A 4 A 8 A 4 PU=S,DIN,127A,DIN 127 A A4,Шайба пруж.,8,,,,A4,,"1,000",A4 DIN 127 TYPE B  Spring lock washers type B,8,40127B8
208149,"Шайба пруж. ф10мм s=2,2 A4 DIN127 A (1000 шт)",DIN 127 A 4 A 10 A 4 PU=S,DIN,127A,DIN 127 A A4,Шайба пруж.,10,,,,A4,,"1,000",A4 DIN 127 TYPE B  Spring lock washers type B,10,40127B10
208150,"Шайба пруж. ф12мм s=2,5 A4 DIN127 A (500 шт)",DIN 127 A 4 A 12 A 4 PU=S,DIN,127A,DIN 127 A A4,Шайба пруж.,12,,,,A4,,500,A4 DIN 127 TYPE B  Spring lock washers type B,12,40127B12
208151,"Шайба пруж. ф16мм s=3,5 A4 DIN127 A (100 шт)",DIN 127 A 4 A 16 A 4 PU=S,DIN,127A,DIN 127 A A4,Шайба пруж.,16,,,,A4,,100,A4 DIN 127 TYPE B  Spring lock washers type B,16,40127B16
208152,Шайба пруж. ф20мм s=4 A4 DIN127 A (100 шт),DIN 127 A 4 A 20 A 4 PU=S,DIN,127A,DIN 127 A A4,Шайба пруж.,20,,,,A4,,100,A4 DIN 127 TYPE B  Spring lock washers type B,20,40127B20
243521,"Шайба пруж. ф2мм s=0,5 A2 DIN127 В (1000 шт)",DIN 127 1.4310 B 2 stainless PU=S,DIN,127В,DIN 127 В A2,Шайба пруж.,2,,,,A2,,"1,000",,,
243522,"Шайба пруж. ф2,5мм s=0,6 A2 DIN127 В (1000 шт)","DIN 127 1.4310 B 2,5 stainless PU=S",DIN,127В,DIN 127 В A2,Шайба пруж.,2.5,,,,A2,,"1,000",,,
100677,"Шайба пруж. ф3мм s=0,8 A2 DIN127 В (1000 шт)","Spring washer  3,1(M 3)-1.4310   DIN 127 B",DIN,127В,DIN 127 В A2,Шайба пруж.,3,,,,A2,,"1,000",,,
100678,"Шайба пруж. ф3,5мм s=0,8 A2 DIN127 В (1000 шт)","DIN 127 1.4310 B 3,5 stainless PU=S",DIN,127В,DIN 127 В A2,Шайба пруж.,3.5,,,,A2,,"1,000",,,
100679,"Шайба пруж. ф4мм s=0,9 A2 DIN127 В (1000 шт)","Spring washer  4,1(M 4)-1.4310   DIN 127 B",DIN,127В,DIN 127 В A2,Шайба пруж.,4,,,,A2,,"1,000",,,
100680,"Шайба пруж. ф5мм s=1,2 A2 DIN127 В (1000 шт)","Spring washer  5,1(M 5)-1.4310   DIN 127 B",DIN,127В,DIN 127 В A2,Шайба пруж.,5,,,,A2,,"1,000",,,
100681,"Шайба пруж. ф6мм s=1,6 A2 DIN127 В (1000 шт)","Spring washer  6,1(M 6)-1.4310   DIN 127 B",DIN,127В,DIN 127 В A2,Шайба пруж.,6,,,,A2,,"1,000",,,
004090,"Шайба пруж. ф7мм s=1,6 A2 DIN127 В (1000 шт)",,DIN,127В,DIN 127 В A2,Шайба пруж.,7,,,,A2,,"1,000",,,
100682,Шайба пруж. ф8мм s=2 A2 DIN127 В (1000 шт),"Spring washer  8,2(M 8)-1.4310   DIN 127 B",DIN,127В,DIN 127 В A2,Шайба пруж.,8,,,,A2,,"1,000",,,
100683,"Шайба пруж. ф10мм s=2,2 A2 DIN127 В (100 шт)","Spring washer  10,2(M10)-1.4310   DIN 127 B",DIN,127В,DIN 127 В A2,Шайба пруж.,10,,,,A2,,100,,,
100684,"Шайба пруж. ф12мм s=2,5 A2 DIN127 В (500 шт)","Spring washer  12,2(M12)-1.4310   DIN 127 B",DIN,127В,DIN 127 В A2,Шайба пруж.,12,,,,A2,,500,,,
100685,Шайба пруж. ф14мм s=3 A2 DIN127 В (200 шт),"Spring washer  14,2(M14)-1.4310   DIN 127 B",DIN,127В,DIN 127 В A2,Шайба пруж.,14,,,,A2,,200,,,
100686,"Шайба пруж. ф16мм s=3,5 A2 DIN127 В (100 шт)","Spring washer  16,2(M16)-1.4310   DIN 127 B",DIN,127В,DIN 127 В A2,Шайба пруж.,16,,,,A2,,100,,,
100687,"Шайба пруж. ф18мм s=3,5 A2 DIN127 В (100 шт)","Spring washer  18,2(M18)-1.4310   DIN 127 B",DIN,127В,DIN 127 В A2,Шайба пруж.,18,,,,A2,,100,,,
100688,Шайба пруж. ф20мм s=4 A2 DIN127 В (25 шт),"Spring washer  20,2(M20)-1.4310   DIN 127 B",DIN,127В,DIN 127 В A2,Шайба пруж.,20,,,,A2,,25,,,
100689,Шайба пруж. ф22мм s=4 A2 DIN127 В (25 шт),"Spring washer  22,5(M22)-1.4310   DIN 127 B",DIN,127В,DIN 127 В A2,Шайба пруж.,22,,,,A2,,25,,,
100690,Шайба пруж. ф24мм s=5 A2 DIN127 В (25 шт),"Spring washer  24,5(M24)-1.4310   DIN 127 B",DIN,127В,DIN 127 В A2,Шайба пруж.,24,,,,A2,,25,,,
100691,Шайба пруж. ф27мм s=5 A2 DIN127 В (10 шт),"Spring washer  27,5(M27)-1.4310   DIN 127 B",DIN,127В,DIN 127 В A2,Шайба пруж.,27,,,,A2,,10,,,
100692,Шайба пруж. ф30мм s=6 A2 DIN127 В (10 шт),"Spring washer  30,5(M30)-1.4310   DIN 127 B",DIN,127В,DIN 127 В A2,Шайба пруж.,30,,,,A2,,10,,,
243523,Шайба пруж. ф33мм s=6 A2 DIN127 В (10 шт),DIN 127 1.4310 B 33 stainless PU=K,DIN,127В,DIN 127 В A2,Шайба пруж.,33,,,,A2,,10,,,
243524,Шайба пруж. ф36мм s=6 A2 DIN127 В (10 шт),DIN 127 1.4310 B 36 stainless PU=K,DIN,127В,DIN 127 В A2,Шайба пруж.,36,,,,A2,,10,,,
217191,"Шайба пруж. ф2мм s=0,5 A4 DIN127 В (1000 шт)",DIN 127 A 4 B 2 A 4 PU=S,DIN,127В,DIN 127 В A4,Шайба пруж.,2,,,,A4,,"1,000",,,
217192,"Шайба пруж. ф2,5мм s=0,6 A4 DIN127 В (1000 шт)",,DIN,127В,DIN 127 В A4,Шайба пруж.,2.5,,,,A4,,"1,000",,,
217193,"Шайба пруж. ф3мм s=0,8 A4 DIN127 В (1000 шт)",,DIN,127В,DIN 127 В A4,Шайба пруж.,3,,,,A4,,"1,000",,,
217194,"Шайба пруж. ф3,5мм s=0,8 A4 DIN127 В (1000 шт)",,DIN,127В,DIN 127 В A4,Шайба пруж.,3.5,,,,A4,,"1,000",,,
217195,"Шайба пруж. ф4мм s=0,9 A4 DIN127 В (1500 шт)","Spring washer  4,1(M 4)-A4   DIN 127 B",DIN,127В,DIN 127 В A4,Шайба пруж.,4,,,,A4,,"1,500",,,
217196,"Шайба пруж. ф5мм s=1,2 A4 DIN127 В (1000 шт)","Spring washer  5,1(M 5)-A4   DIN 127 B",DIN,127В,DIN 127 В A4,Шайба пруж.,5,,,,A4,,"1,000",,,
217197,"Шайба пруж. ф6мм s=1,6 A4 DIN127 В (1000 шт)","Spring washer  6,1(M 6)-A4   DIN 127 B",DIN,127В,DIN 127 В A4,Шайба пруж.,6,,,,A4,,"1,000",,,
217198,Шайба пруж. ф8мм s=2 A4 DIN127 В (1000 шт),"Spring washer  8,2(M 8)-A4   DIN 127 B",DIN,127В,DIN 127 В A4,Шайба пруж.,8,,,,A4,,"1,000",,,
217199,"Шайба пруж. ф10мм s=2,2 A4 DIN127 В (500 шт)","Spring washer  10,2(M10)-A4   DIN 127 B",DIN,127В,DIN 127 В A4,Шайба пруж.,10,,,,A4,,500,,,
217200,"Шайба пруж. ф12мм s=2,5 A4 DIN127 В (500 шт)","Spring washer  12,2(M12)-A4   DIN 127 B",DIN,127В,DIN 127 В A4,Шайба пруж.,12,,,,A4,,500,,,
217201,Шайба пруж. ф14мм s=3 A4 DIN127 В (500 шт),DIN 127 A 4 B 14 A 4 PU=K,DIN,127В,DIN 127 В A4,Шайба пруж.,14,,,,A4,,500,,,
217202,"Шайба пруж. ф16мм s=3,5 A4 DIN127 В (500 шт)","Spring washer  16,2(M16)-A4   DIN 127 B",DIN,127В,DIN 127 В A4,Шайба пруж.,16,,,,A4,,500,,,
217203,"Шайба пруж. ф18мм s=3,5 A4 DIN127 В (200 шт)",,DIN,127В,DIN 127 В A4,Шайба пруж.,18,,,,A4,,200,,,
217204,Шайба пруж. ф20мм s=4 A4 DIN127 В (200 шт),"Spring washer  20,2(M20)-A4   DIN 127 B",DIN,127В,DIN 127 В A4,Шайба пруж.,20,,,,A4,,200,,,
217205,Шайба пруж. ф22мм s=4 A4 DIN127 В (100 шт),,DIN,127В,DIN 127 В A4,Шайба пруж.,22,,,,A4,,100,,,
217206,Шайба пруж. ф24мм s=5 A4 DIN127 В (100 шт),"Spring washer  24,5(M24)-A4   DIN 127 B",DIN,127В,DIN 127 В A4,Шайба пруж.,24,,,,A4,,100,,,
217207,Шайба пруж. ф27мм s=5 A4 DIN127 В (50 шт),,DIN,127В,DIN 127 В A4,Шайба пруж.,27,,,,A4,,50,,,
217242,Шайба пруж. ф30мм s=6 A4 DIN127 В (50 шт),,DIN,127В,DIN 127 В A4,Шайба пруж.,30,,,,A4,,50,,,
231720,Шайба пруж. ф33мм s=6 A4 DIN127 В (25 шт),,DIN,127В,DIN 127 В A4,Шайба пруж.,33,,,,A4,,25,,,
231721,Шайба пруж. ф36мм s=6 A4 DIN127 В (25 шт),,DIN,127В,DIN 127 В A4,Шайба пруж.,36,,,,A4,,25,,,
231722,Шайба пруж. ф39мм s=6 A4 DIN127 В (25 шт),,DIN,127В,DIN 127 В A4,Шайба пруж.,39,,,,A4,,25,,,
231723,Шайба пруж. ф42мм s=7 A4 DIN127 В (25 шт),,DIN,127В,DIN 127 В A4,Шайба пруж.,42,,,,A4,,25,,,
251998,Шайба пруж. ф45мм s=7 A4 DIN127 В (25 шт),,DIN,127В,DIN 127 В A4,Шайба пруж.,45,,,,A4,,25,,,
251999,Шайба пруж. ф48мм s=7 A4 DIN127 В (25 шт),,DIN,127В,DIN 127 В A4,Шайба пруж.,48,,,,A4,,25,,,
219595,"Шайба пруж. ф2мм s=0,6 1.4310 DIN128 A (1000 шт)",,DIN,128A,DIN 128 A 1.4310,Шайба пруж.,2,,,,1.4310,,"1,000",,,
219596,"Шайба пруж. ф2,5мм s=0,6 1.4310 DIN128 A (1000 шт)",,DIN,128A,DIN 128 A 1.4310,Шайба пруж.,2.5,,,,1.4310,,"1,000",,,
219597,"Шайба пруж. ф3мм s=0,7 1.4310 DIN128 A (1000 шт)",,DIN,128A,DIN 128 A 1.4310,Шайба пруж.,3,,,,1.4310,,"1,000",,,
219598,"Шайба пруж. ф4мм s=0,8 1.4310 DIN128 A (1000 шт)",,DIN,128A,DIN 128 A 1.4310,Шайба пруж.,4,,,,1.4310,,"1,000",,,
219599,Шайба пруж. ф5мм s=1 1.4310 DIN128 A (1000 шт),,DIN,128A,DIN 128 A 1.4310,Шайба пруж.,5,,,,1.4310,,"1,000",,,
219600,"Шайба пруж. ф6мм s=1,3 1.4310 DIN128 A (1000 шт)",,DIN,128A,DIN 128 A 1.4310,Шайба пруж.,6,,,,1.4310,,"1,000",,,
219601,"Шайба пруж. ф8мм s=1,6 1.4310 DIN128 A (1000 шт)","Spring washer, curved  8,1(M 8)-A2   DIN 128 A",DIN,128A,DIN 128 A 1.4310,Шайба пруж.,8,,,,1.4310,,"1,000",,,
219602,"Шайба пруж. ф10мм s=1,8 1.4310 DIN128 A (1000 шт)","Spring washer, curved  10,2(M10)-A2   DIN 128 A",DIN,128A,DIN 128 A 1.4310,Шайба пруж.,10,,,,1.4310,,"1,000",,,
219603,"Шайба пруж. ф12мм s=2,1 1.4310 DIN128 A (500 шт)","Spring washer, curved  12,2(M12)-A2   DIN 128 A",DIN,128A,DIN 128 A 1.4310,Шайба пруж.,12,,,,1.4310,,500,,,
219604,"Шайба пруж. ф14мм s=2,4 1.4310 DIN128 A (500 шт)",,DIN,128A,DIN 128 A 1.4310,Шайба пруж.,14,,,,1.4310,,500,,,
219605,"Шайба пруж. ф16мм s=2,8 1.4310 DIN128 A (250 шт)",,DIN,128A,DIN 128 A 1.4310,Шайба пруж.,16,,,,1.4310,,250,,,
219606,"Шайба пруж. ф18мм s=2,8 1.4310 DIN128 A (100 шт)",DIN 128 1.4310 A 18 stainless PU=K,DIN,128A,DIN 128 A 1.4310,Шайба пруж.,18,,,,1.4310,,100,,,
219607,"Шайба пруж. ф20мм s=3,2 1.4310 DIN128 A (100 шт)",,DIN,128A,DIN 128 A 1.4310,Шайба пруж.,20,,,,1.4310,,100,,,
219608,"Шайба пруж. ф22мм s=3,2 1.4310 DIN128 A (100 шт)",,DIN,128A,DIN 128 A 1.4310,Шайба пруж.,22,,,,1.4310,,100,,,
219609,Шайба пруж. ф24мм s=4 1.4310 DIN128 A (100 шт),,DIN,128A,DIN 128 A 1.4310,Шайба пруж.,24,,,,1.4310,,100,,,
219610,Шайба пруж. ф27мм s=4 1.4310 DIN128 A (100 шт),,DIN,128A,DIN 128 A 1.4310,Шайба пруж.,27,,,,1.4310,,100,,,
219611,Шайба пруж. ф30мм s=6 1.4310 DIN128 A (50 шт),,DIN,128A,DIN 128 A 1.4310,Шайба пруж.,30,,,,1.4310,,50,,,
219612,Шайба пруж. ф36мм s=3 1.4310 DIN128 A (25 шт),,DIN,128A,DIN 128 A 1.4310,Шайба пруж.,36,,,,1.4310,,25,,,
219577,"Шайба пруж. ф2мм s=0,6 A4 DIN128 A (1000 шт)",,DIN,128A,DIN 128 A A4,Шайба пруж.,2,,,,A4,,"1,000",,,
219578,"Шайба пруж. ф2,5мм s=0,6 A4 DIN128 A (1000 шт)","DIN 128 A 4 A 2,5 A 4 PU=S",DIN,128A,DIN 128 A A4,Шайба пруж.,2.5,,,,A4,,"1,000",,,
219579,"Шайба пруж. ф3мм s=0,7 A4 DIN128 A (1000 шт)",,DIN,128A,DIN 128 A A4,Шайба пруж.,3,,,,A4,,"1,000",,,
219580,"Шайба пруж. ф4мм s=0,8 A4 DIN128 A (1000 шт)","DIN 128 A 4 A 2,2 A 4 PU=S",DIN,128A,DIN 128 A A4,Шайба пруж.,4,,,,A4,,"1,000",,,
219581,Шайба пруж. ф5мм s=1 A4 DIN128 A (1000 шт),,DIN,128A,DIN 128 A A4,Шайба пруж.,5,,,,A4,,"1,000",,,
219582,"Шайба пруж. ф6мм s=1,3 A4 DIN128 A (1000 шт)",,DIN,128A,DIN 128 A A4,Шайба пруж.,6,,,,A4,,"1,000",,,
219583,"Шайба пруж. ф8мм s=1,6 A4 DIN128 A (1000 шт)",,DIN,128A,DIN 128 A A4,Шайба пруж.,8,,,,A4,,"1,000",,,
219584,"Шайба пруж. ф10мм s=1,8 A4 DIN128 A (1000 шт)",,DIN,128A,DIN 128 A A4,Шайба пруж.,10,,,,A4,,"1,000",,,
219585,"Шайба пруж. ф12мм s=2,1 A4 DIN128 A (500 шт)",,DIN,128A,DIN 128 A A4,Шайба пруж.,12,,,,A4,,500,,,
219586,"Шайба пруж. ф14мм s=2,4 A4 DIN128 A (500 шт)",,DIN,128A,DIN 128 A A4,Шайба пруж.,14,,,,A4,,500,,,
219587,"Шайба пруж. ф16мм s=2,8 A4 DIN128 A (250 шт)",,DIN,128A,DIN 128 A A4,Шайба пруж.,16,,,,A4,,250,,,
219588,"Шайба пруж. ф18мм s=2,8 A4 DIN128 A (100 шт)",,DIN,128A,DIN 128 A A4,Шайба пруж.,18,,,,A4,,100,,,
219589,"Шайба пруж. ф20мм s=3,2 A4 DIN128 A (100 шт)",DIN 128 A 4 A 20 A 4 PU=S,DIN,128A,DIN 128 A A4,Шайба пруж.,20,,,,A4,,100,,,
219590,"Шайба пруж. ф22мм s=3,2 A4 DIN128 A (100 шт)",,DIN,128A,DIN 128 A A4,Шайба пруж.,22,,,,A4,,100,,,
219591,Шайба пруж. ф24мм s=4 A4 DIN128 A (100 шт),DIN 128 A 4 A 24 A 4 PU=S,DIN,128A,DIN 128 A A4,Шайба пруж.,24,,,,A4,,100,,,
219592,Шайба пруж. ф27мм s=4 A4 DIN128 A (100 шт),DIN 128 A 4 A 27 A 4 PU=S,DIN,128A,DIN 128 A A4,Шайба пруж.,27,,,,A4,,100,,,
219593,Шайба пруж. ф30мм s=6 A4 DIN128 A (50 шт),DIN 128 A 4 A 30 A 4 PU=S,DIN,128A,DIN 128 A A4,Шайба пруж.,30,,,,A4,,50,,,
219594,Шайба пруж. ф36мм s=3 A4 DIN128 A (25 шт),,DIN,128A,DIN 128 A A4,Шайба пруж.,36,,,,A4,,25,,,
219631,"Шайба пруж. ф2мм s=0,6 1.4310 DIN128 B (1000 шт)",,DIN,128B,DIN 128 B 1.4310,Шайба пруж.,2,,,,1.4310,,"1,000",,,
219632,"Шайба пруж. ф2,5мм s=0,6 1.4310 DIN128 B (1000 шт)",,DIN,128B,DIN 128 B 1.4310,Шайба пруж.,2.5,,,,1.4310,,"1,000",,,
219633,"Шайба пруж. ф3мм s=0,7 1.4310 DIN128 B (1000 шт)",,DIN,128B,DIN 128 B 1.4310,Шайба пруж.,3,,,,1.4310,,"1,000",,,
219634,"Шайба пруж. ф4мм s=0,8 1.4310 DIN128 B (1000 шт)",DIN 128 1.4310 B 4 PU=S,DIN,128B,DIN 128 B 1.4310,Шайба пруж.,4,,,,1.4310,,"1,000",,,
219635,Шайба пруж. ф5мм s=1 1.4310 DIN128 B (1000 шт),DIN 128 1.4310 B 5 PU=S,DIN,128B,DIN 128 B 1.4310,Шайба пруж.,5,,,,1.4310,,"1,000",,,
219636,"Шайба пруж. ф6мм s=1,3 1.4310 DIN128 B (1000 шт)",DIN 128 1.4310 B 6 PU=S,DIN,128B,DIN 128 B 1.4310,Шайба пруж.,6,,,,1.4310,,"1,000",,,
219637,"Шайба пруж. ф8мм s=1,6 1.4310 DIN128 B (1000 шт)",DIN 128 1.4310 B 8 PU=S,DIN,128B,DIN 128 B 1.4310,Шайба пруж.,8,,,,1.4310,,"1,000",,,
219638,"Шайба пруж. ф10мм s=1,8 1.4310 DIN128 B (1000 шт)",DIN 128 1.4310 B 10 PU=S,DIN,128B,DIN 128 B 1.4310,Шайба пруж.,10,,,,1.4310,,"1,000",,,
219639,"Шайба пруж. ф12мм s=2,1 1.4310 DIN128 B (500 шт)",DIN 128 1.4310 B 12 PU=S,DIN,128B,DIN 128 B 1.4310,Шайба пруж.,12,,,,1.4310,,500,,,
219640,"Шайба пруж. ф14мм s=2,4 1.4310 DIN128 B (500 шт)",DIN 128 1.4310 B 14 PU=S,DIN,128B,DIN 128 B 1.4310,Шайба пруж.,14,,,,1.4310,,500,,,
219641,"Шайба пруж. ф16мм s=2,8 1.4310 DIN128 B (250 шт)",DIN 128 1.4310 B 16 PU=S,DIN,128B,DIN 128 B 1.4310,Шайба пруж.,16,,,,1.4310,,250,,,
219642,"Шайба пруж. ф18мм s=2,8 1.4310 DIN128 B (250 шт)",,DIN,128B,DIN 128 B 1.4310,Шайба пруж.,18,,,,1.4310,,250,,,
219643,"Шайба пруж. ф20мм s=3,2 1.4310 DIN128 B (100 шт)",,DIN,128B,DIN 128 B 1.4310,Шайба пруж.,20,,,,1.4310,,100,,,
219644,"Шайба пруж. ф22мм s=3,2 1.4310 DIN128 B (100 шт)",,DIN,128B,DIN 128 B 1.4310,Шайба пруж.,22,,,,1.4310,,100,,,
219645,Шайба пруж. ф24мм s=4 1.4310 DIN128 B (100 шт),,DIN,128B,DIN 128 B 1.4310,Шайба пруж.,24,,,,1.4310,,100,,,
219646,Шайба пруж. ф27мм s=4 1.4310 DIN128 B (50 шт),,DIN,128B,DIN 128 B 1.4310,Шайба пруж.,27,,,,1.4310,,50,,,
219647,Шайба пруж. ф30мм s=6 1.4310 DIN128 B (50 шт),,DIN,128B,DIN 128 B 1.4310,Шайба пруж.,30,,,,1.4310,,50,,,
219648,Шайба пруж. ф36мм s=3 1.4310 DIN128 B (50 шт),,DIN,128B,DIN 128 B 1.4310,Шайба пруж.,36,,,,1.4310,,50,,,
219613,"Шайба пруж. ф2мм s=0,6 A4 DIN128 B (1000 шт)",,DIN,128B,DIN 128 B A4,Шайба пруж.,2,,,,A4,,"1,000",,,
219614,"Шайба пруж. ф2,5мм s=0,6 A4 DIN128 B (1000 шт)",,DIN,128B,DIN 128 B A4,Шайба пруж.,2.5,,,,A4,,"1,000",,,
219615,"Шайба пруж. ф3мм s=0,7 A4 DIN128 B (1000 шт)",,DIN,128B,DIN 128 B A4,Шайба пруж.,3,,,,A4,,"1,000",,,
219616,"Шайба пруж. ф4мм s=0,8 A4 DIN128 B (1000 шт)",,DIN,128B,DIN 128 B A4,Шайба пруж.,4,,,,A4,,"1,000",,,
219617,Шайба пруж. ф5мм s=1 A4 DIN128 B (1000 шт),,DIN,128B,DIN 128 B A4,Шайба пруж.,5,,,,A4,,"1,000",,,
219618,"Шайба пруж. ф6мм s=1,3 A4 DIN128 B (1000 шт)",,DIN,128B,DIN 128 B A4,Шайба пруж.,6,,,,A4,,"1,000",,,
219619,"Шайба пруж. ф8мм s=1,6 A4 DIN128 B (1000 шт)",,DIN,128B,DIN 128 B A4,Шайба пруж.,8,,,,A4,,"1,000",,,
219620,"Шайба пруж. ф10мм s=1,8 A4 DIN128 B (1000 шт)",,DIN,128B,DIN 128 B A4,Шайба пруж.,10,,,,A4,,"1,000",,,
219621,"Шайба пруж. ф12мм s=2,1 A4 DIN128 B (500 шт)",,DIN,128B,DIN 128 B A4,Шайба пруж.,12,,,,A4,,500,,,
219622,"Шайба пруж. ф14мм s=2,4 A4 DIN128 B (500 шт)",,DIN,128B,DIN 128 B A4,Шайба пруж.,14,,,,A4,,500,,,
219623,"Шайба пруж. ф16мм s=2,8 A4 DIN128 B (250 шт)",,DIN,128B,DIN 128 B A4,Шайба пруж.,16,,,,A4,,250,,,
